Stcd,Cntycd,Office Name,City,ST
13,289,Twiggs County FSA Office,Cochran,GA
13,291,Union County USDA Serv Cntr,Blairsville,GA
13,293,Upson County FSA Office,Barnesville,GA
13,295,Walker County USDA Serv Cntr,Lafayette,GA
13,297,Walton County USDA Serv Cntr,Monroe,GA
13,299,Ware County USDA Serv Cntr,Waycross,GA
13,301,Warren County FSA Office,Thomson,GA
13,303,Washington County USDA Serv Cntr,Tennville,GA
13,305,Wayne County USDA Serv Cntr,Jesup,GA
13,307,Webster County USDA Serv Cntr,Preston,GA
13,309,Wheeler County USDA Serv Cntr,Alamo,GA
13,311,White County FSA Office,Clarkesville,GA
13,313,Whitfield County FSA Office,Calhoun,GA
13,315,Wilcox County USDA Serv Cntr,Rochelle,GA
13,317,Wilkes County USDA Serv Cntr,Washington,GA
13,319,Wilkinson County FSA OFFICe,Dublin,GA
13,321,Worth County USDA Serv Cntr,Sylvester,GA
13,701,"Concordia Allied Producers, LLC (LSA)",Ashburn,GA
13,804,GFA Peanut Association,Camilla,GA
13,805,Concordia LLC,Ashburn,GA
13,806,"Concordia Allied Producers, LLC (DMA)",Ashburn,GA
13,808,"American Peanut Marketing Association, LLC (DMA)",Leary,GA
13,809,American Midland Cotton Cooperative Inc.,Mount Pleasant,SC
15,000,Hawaii State USDA Office,Honolulu,HI
15,001,Hawaii County USDA Serv Cntr,Hilo,HI
15,003,Honolulu County USDA Serv Cntr,Aiea,HI
15,007,Kauai County USDA Serv Cntr,Lihue,HI
15,009,Maui County USDA Serv Cntr,Wailuku,HI
16,000,Idaho State USDA Office,Boise,ID
16,001,Ada County USDA Serv Cntr,Meridian,ID
16,003,Adams County FSA Office,Weiser,ID
16,005,Bannock County USDA Serv Cntr,Pocatello,ID
16,007,Bear Lake County USDA Serv Cntr,Montpelier,ID
16,009,Benewah County USDA Serv Cntr,Plummer,ID
16,011,Bingham County USDA Serv Cntr,Blackfoot,ID
16,013,Blaine County FSA Office,Shoshone,ID
16,015,Boise County FSA Offcice,Emmett,ID
16,017,Bonner County FSA Office,Bonners Ferry,ID
16,019,Bonneville County USDA Serv Cntr,Idaho Falls,ID
16,021,Boundary County USDA Serv Cntr,Bonners Ferry,ID
16,023,Butte County USDA Serv Cntr,Arco,ID
16,025,Camas County FSA Office,Gooding,ID
16,027,Canyon County USDA Serv Cntr,Caldwell,ID
16,029,Caribou County USDA Serv Cntr,Soda Springs,ID
16,031,Cassia County USDA Serv Cntr,Burley,ID
16,033,Clark County FSA Office,Rigby,ID
16,035,Clearwater County USDA Serv Cntr,Orofino,ID
16,037,Custer County FSA Office,Arco,ID
16,039,Elmore County USDA Serv Cntr,Mountain Home,ID
16,041,Franklin County USDA Serv Cntr,Preston,ID
16,043,Fremont County USDA Serv Cntr,Saint Anthony,ID
16,045,Gem County USDA Serv Cntr,Emmett,ID
16,047,Gooding County USDA Serv Cntr,Gooding,ID
16,049,Idaho County USDA Serv Cntr,Grangeville,ID
16,051,Jefferson County USDA Serv Cntr,Rigby,ID
16,053,Jerome County USDA Serv Cntr,Jerome,ID
16,055,Kootenai County USDA Serv Cntr,Coeur d'Alene,ID
16,057,Latah County USDA Serv Cntr,Moscow,ID
16,059,Lemhi County USDA Serv Cntr,Salmon,ID
16,061,Lewis County USDA Serv Cntr,Nezperce,ID
16,063,Lincoln County USDA Serv Cntr,Shoshone,ID
16,065,Madison County USDA Serv Cntr,Rexburg,ID
16,067,Minidoka County USDA Serv Cntr,Rupert,ID
16,069,Nez Perce County USDA Serv Cntr,Lewiston,ID
16,071,Oneida County USDA Serv Cntr,Malad,ID
16,073,Owyhee County USDA Serv Cntr,Marsing,ID
16,075,Payette County USDA Serv Cntr,Payette,ID
16,077,Power County USDA Serv Cntr,American Falls,ID
16,081,Teton County USDA Serv Cntr,Driggs,ID
16,083,Twin Falls County USDA Serv Cntr,Twin Falls,ID
16,085,Valley County FSA Office,Emmett,ID
16,087,Washington County USDA Serv Cntr,Weiser,ID
17,000,Illinois State USDA Office,Springfield,IL
17,001,Adams County USDA Serv Cntr,Quincy,IL
17,003,Alexander County USDA Serv Cntr,Tamms,IL
17,005,Bond County USDA Serv Cntr,Greenville,IL
17,007,Boone County USDA Serv Cntr,Belvidere,IL
17,009,Brown County USDA Serv Cntr,Mount Sterling,IL
17,011,Bureau County USDA Serv Cntr,Princeton,IL
17,013,Calhoun County USDA Serv Cntr,Hardin,IL
17,015,Carroll County USDA Serv Cntr,Mount Carroll,IL
17,017,Cass County USDA Serv Cntr,Virginia,IL
17,019,Champaign County USDA Serv Cntr,Champaign,IL
17,021,Christian County USDA Serv Cntr,Taylorville,IL
17,023,Clark County USDA Serv Cntr,Martinsville,IL
17,025,Clay County USDA Serv Cntr,Louisville,IL
17,027,Clinton County USDA Serv Cntr,Breese,IL
17,029,Coles County USDA Serv Cntr,Charleston,IL
17,031,Cook County FSA Office,New Lenox,IL
17,033,Crawford County USDA Serv Cntr,Robinson,IL
17,035,Cumberland County USDA Serv Cntr,Toledo,IL
17,037,DeKalb County USDA Serv Cntr,Sycamore,IL
17,039,DeWitt County USDA Serv Cntr,Clinton,IL
17,041,Douglas County USDA Serv Cntr,Tuscola,IL
17,043,Dupage County FSA Office,St Charles,IL
17,045,Edgar County USDA Serv Cntr,Paris,IL
17,047,Edwards County FSA Office,Fairfield,IL
17,049,Effingham County USDA Serv Cntr,Effingham,IL
17,051,Fayette County USDA Serv Cntr,Vandalia,IL
17,053,Ford County USDA Serv Cntr,Paxton,IL
17,055,Franklin County USDA Serv Cntr,Benton,IL
17,057,Fulton County USDA Serv Cntr,Lewistown,IL
17,059,Gallatin County USDA Serv Cntr,Ridgway,IL
17,061,Greene County USDA Serv Cntr,Carrollton,IL
17,063,Grundy County USDA Serv Cntr,Morris,IL
17,065,Hamilton County USDA Serv Cntr,McLeansboro,IL
17,067,Hancock County USDA Serv Cntr,Carthage,IL
17,069,Hardin County FSA Office,Ridgway,IL
17,071,Henderson County USDA Serv Cntr,Stronghurst,IL
17,073,Henry County USDA Serv Cntr,Cambridge,IL
17,075,Iroquois County USDA Serv Cntr,Watseka,IL
17,077,Jackson County USDA Serv Cntr,Murphysboro,IL
17,079,Jasper County USDA Serv Cntr,Newton,IL
17,081,Jefferson County USDA Serv Cntr,Mount Vernon,IL
17,083,Jersey County USDA Serv Cntr,Jerseyville,IL
17,085,JoDaviess County USDA Serv Cntr,Elizabeth,IL
17,087,Johnson County USDA Serv Cntr,Vienna,IL
17,089,Kane/Dupage County USDA Serv Cntr,St Charles,IL
17,091,Kankakee County USDA Serv Cntr,Bourbonnais,IL
17,093,Kendall County USDA Serv Cntr,Yorkville,IL
17,095,Knox County USDA Serv Cntr,Galesburg,IL
17,097,Lake County FSA Office,Woodstock,IL
17,099,LaSalle County USDA Serv Cntr,Ottawa,IL
17,101,Lawrence County USDA Serv Cntr,Lawrenceville,IL
17,103,Lee County USDA Serv Cntr,Amboy,IL
17,105,Livingston County USDA Serv Cntr,Pontiac,IL
17,107,Logan County USDA Serv Cntr,Lincoln,IL
17,109,McDonough County USDA Serv Cntr,Macomb,IL
17,111,McHenry County USDA Serv Cntr,Woodstock,IL
17,113,McLean County USDA Serv Cntr,Normal,IL
17,115,Macon County USDA Serv Cntr,Decatur,IL
17,117,Macoupin County USDA Serv Cntr,Carlinville,IL
17,119,Madison County USDA Serv Cntr,Edwardsville,IL
17,121,Marion County USDA Serv Cntr,Salem,IL
17,123,Marshall County USDA Serv Cntr,Henry,IL
17,125,Mason County USDA Serv Cntr,Havana,IL
17,127,Massac County FSA Office,Vienna,IL
17,129,Menard County USDA Serv Cntr,Petersburg,IL
17,131,Mercer County USDA Serv Cntr,Aledo,IL
17,133,Monroe County USDA Serv Cntr,Waterloo,IL
17,135,Montgomery County USDA Serv Cntr,Hillsboro,IL
17,137,Morgan County USDA Serv Cntr,Jacksonville,IL
17,139,Moultrie County USDA Serv Cntr,Sullivan,IL
17,141,Ogle County USDA Serv Cntr,Oregon,IL
17,143,Peoria County USDA Serv Cntr,Peoria,IL
17,145,Perry County USDA Serv Cntr,Pinckneyville,IL
17,147,Piatt County USDA Serv Cntr,Monticello,IL
17,149,Pike County USDA Serv Cntr,Pittsfield,IL
17,151,Pope County FSA Office,Vienna,IL
17,153,Pulaski County FSA Office,Tamms,IL
17,155,Putnam County FSA Office,Henry,IL
17,157,Randolph County USDA Serv Cntr,Sparta,IL
17,159,Richland County USDA Serv Cntr,Olney,IL
17,161,Rock Island County USDA Serv Cntr,Milan,IL
17,163,St. Clair County USDA Serv Cntr,Belleville,IL
17,165,Saline County USDA Serv Cntr,Harrisburg,IL
17,167,Sangamon County USDA Serv Cntr,Springfield,IL
17,169,Schuyler County USDA Serv Cntr,Rushville,IL
17,171,Scott County USDA Serv Cntr,Winchester,IL
17,173,Shelby County USDA Serv Cntr,Shelbyville,IL
17,175,Stark County USDA Serv Cntr,Toulon,IL
17,177,Stephenson County USDA Serv Cntr,Freeport,IL
17,179,Tazewell County USDA Serv Cntr,Pekin,IL
17,181,Union County USDA Serv Cntr,Anna,IL
17,183,Vermilion County USDA Serv Cntr,Danville,IL
17,185,Wabash County USDA Serv Cntr,Mt. Carmel,IL
17,187,Warren County USDA Serv Cntr,Monmouth,IL
17,189,Washington County USDA Serv Cntr,Nashville,IL
17,191,Wayne County USDA Serv Cntr,Fairfield,IL
17,193,White County USDA Serv Cntr,Carmi,IL
17,195,Whiteside County USDA Serv Cntr,Morrison,IL
17,197,Will County USDA Serv Cntr,New Lenox,IL
17,199,Williamson County USDA Serv Cntr,Marion,IL
17,201,Winnebago County USDA Serv Cntr,Rockford,IL
17,203,Woodford County USDA Serv Cntr,Eureka,IL
17,802,Topflight Grain Cooperative,Bement,IL
18,000,Indiana State USDA Office,Indianapolis,IN
18,001,Adams County USDA Serv Cntr,Decatur,IN
18,003,Allen County USDA Serv Cntr,Fort Wayne,IN
18,005,Barthlomew County USDA Serv Cntr,Columbus,IN
18,007,Benton County USDA Serv Cntr,Fowler,IN
18,009,Blackford County FSA Office,Muncie,IN
18,011,Boone County USDA Serv Cntr,Lebanon,IN
18,013,Brown County FSA Office,Bloomington,IN
18,015,Carroll County USDA Serv Cntr,Delphi,IN
18,017,Cass County USDA Serv Cntr,Logansport,IN
18,019,Clark County USDA Serv Cntr,Charlestown,IN
18,021,Clay County USDA Serv Cntr,Brazil,IN
18,023,Clinton County USDA Serv Cntr,Frankfort,IN
18,025,Crawford County FSA Office,Corydon,IN
18,027,Daviess County USDA Serv Cntr,Washington,IN
18,029,Dearborn County USDA Serv Cntr,Aurora,IN
18,031,Decatur County USDA Serv Cntr,Greensburg,IN
18,033,DeKalb County USDA Serv Cntr,Auburn,IN
18,035,Delaware County USDA Serv Cntr,Muncie,IN
18,037,Dubois County USDA Serv Cntr,Jasper,IN
18,039,Elkhart County USDA Serv Cntr,Goshen,IN
18,041,Fayette County USDA Serv Cntr,Connersville,IN
18,043,Floyd County FSA Office,Corydon,IN
18,045,Fountain County USDA Serv Cntr,Covington,IN
18,047,Franklin County USDA Serv Cntr,Brookville,IN
18,049,Fulton County USDA Serv Cntr,Rochester,IN
18,051,Gibson County USDA Serv Cntr,Princeton,IN
18,053,Grant County USDA Serv Cntr,Marion,IN
18,055,Greene County USDA Serv Cntr,Bloomfield,IN
18,057,Hamilton County USDA Serv Cntr,Noblesville,IN
18,059,Hancock County USDA Serv Cntr,Greenfield,IN
18,061,Harrison County USDA Serv Cntr,Corydon,IN
18,063,Hendricks County USDA Serv Cntr,Danville,IN
18,065,Henry County USDA Serv Cntr,New Castle,IN
18,067,Howard County USDA Serv Cntr,Kokomo,IN
18,069,Huntington County USDA Serv Cntr,Huntington,IN
18,071,Jackson County USDA Serv Cntr,Brownstown,IN
18,073,Jasper County USDA Serv Cntr,Rensselaer,IN
18,075,Jay County USDA Serv Cntr,Portland,IN
18,077,Jefferson County USDA Serv Cntr,Hanover,IN
18,079,Jennings County USDA Serv Cntr,North Vernon,IN
18,081,Johnson County USDA Serv Cntr,Franklin,IN
18,083,Knox County USDA Serv Cntr,Vincennes,IN
18,085,Kosciusko County USDA Serv Cntr,Warsaw,IN
18,087,LaGrange County USDA Serv Cntr,LaGrange,IN
18,089,Lake County USDA Serv Cntr,Crown Point,IN
18,091,LaPorte County USDA Serv Cntr,LaPorte,IN
18,093,Lawrence County USDA Serv Cntr,Bedford,IN
18,095,Madison County USDA Serv Cntr,Anderson,IN
18,097,Marion County FSA Office,Franklin,IN
18,099,Marshall County USDA Serv Cntr,Plymouth,IN
18,101,Martin County FSA Office,Washington,IN
18,103,Miami County USDA Serv Cntr,Peru,IN
18,105,Monroe County USDA Serv Cntr,Bloomington,IN
18,107,Montgomery County USDA Serv Cntr,Crawfordsville,IN
18,109,Morgan County USDA Serv Cntr,Martinsville,IN
18,111,Newton County USDA Serv Cntr,Morocco,IN
18,113,Noble County USDA Serv Cntr,Albion,IN
18,115,Ohio County FSA Office,Aurora,IN
18,117,Orange County USDA Serv Cntr,Paoli,IN
18,119,Owen County FSA Office,Bloomington,IN
18,121,Parke County USDA Serv Cntr,Rockville,IN
18,123,Perry County FSA Office,Rockport,IN
18,125,Pike County USDA Serv Cntr,Petersburg,IN
18,127,Porter County USDA Serv Cntr,Valparaiso,IN
18,129,Posey County USDA Serv Cntr,Mt. Vernon,IN
18,131,Pulaski County USDA Serv Cntr,Winamac,IN
18,133,Putnam County USDA Serv Cntr,Greencastle,IN
18,135,Randolph County USDA Serv Cntr,Winchester,IN
18,137,Ripley County USDA Serv Cntr,Versailles,IN
18,139,Rush County USDA Serv Cntr,Rushville,IN
18,141,St. Joseph County USDA Serv Cntr,South Bend,IN
18,143,Scott County USDA Serv Cntr,Scottsburg,IN
18,145,Shelby County USDA Serv Cntr,Shelbyville,IN
18,147,Spencer County USDA Serv Cntr,Rockport,IN
18,149,Starke County USDA Serv Cntr,Knox,IN
18,151,Steuben County USDA Serv Cntr,Angola,IN
18,153,Sullivan County USDA Serv Cntr,Sullivan,IN
18,155,Switzerland County USDA Serv Cntr,Vevay,IN
18,157,Tippecanoe County USDA Serv Cntr,Lafayette,IN
18,159,Tipton County USDA Serv Cntr,Tipton,IN
18,161,Union County FSA Office,Connersville,IN
18,163,Vanderburgh County USDA Serv Cntr,Evansville,IN
18,165,Vermillion County FSA Office,Rockville,IN
18,167,Vigo County USDA Serv Cntr,Terre Haute,IN
18,169,Wabash County USDA Serv Cntr,Wabash,IN
18,171,Warren County USDA Serv Cntr,Williamsport,IN
18,173,Warrick County USDA Serv Cntr,Boonville,IN
18,175,Washington County USDA Serv Cntr,Salem,IN
18,177,Wayne County USDA Serv Cntr,Richmond,IN
18,179,Wells County USDA Serv Cntr,Bluffton,IN
18,181,White County USDA Serv Cntr,Monticello,IN
18,183,Whitley County USDA Serv Cntr,Columbia City,IN
19,000,Iowa State USDA Office,Des Moines,IA
19,001,Adair County USDA Serv Cntr,Greenfield,IA
19,003,Adams County USDA Serv Cntr,Corning,IA
19,005,Allamakee County USDA Serv Cntr,Waukon,IA
19,007,Appanoose County USDA Serv Cntr,Centerville,IA
19,009,Audubon County USDA Serv Cntr,Audubon,IA
19,011,Benton County USDA Serv Cntr,Vinton,IA
19,013,Black Hawk County USDA Serv Cntr,Waterloo,IA
19,015,Boone County USDA Serv Cntr,Boone,IA
19,017,Bremer County USDA Serv Cntr,Waverly,IA
19,019,Buchanan County USDA Serv Cntr,Independence,IA
19,021,Buena Vista County USDA Serv Cntr,Storm Lake,IA
19,023,Butler County USDA Serv Cntr,Allison,IA
19,025,Calhoun County USDA Serv Cntr,Rockwell City,IA
19,027,Carroll County USDA Serv Cntr,Carroll,IA
19,029,Cass County USDA Serv Cntr,Atlantic,IA
19,031,Cedar County USDA Serv Cntr,Tipton,IA
19,033,Cerro Gordo County USDA Serv Cntr,Mason City,IA
19,035,Cherokee County USDA Serv Cntr,Cherokee,IA
19,037,Chickasaw County USDA Serv Cntr,New Hampton,IA
19,039,Clarke County USDA Serv Cntr,Osceola,IA
19,041,Clay County USDA Serv Cntr,Spencer,IA
19,043,Clayton County USDA Serv Cntr,Elkader,IA
19,045,Clinton County USDA Serv Cntr,DeWitt,IA
19,047,Crawford County USDA Serv Cntr,Denison,IA
19,049,Dallas County USDA Serv Cntr,Adel,IA
19,051,Davis County USDA Serv Cntr,Bloomfield,IA
19,053,Decatur County USDA Serv Cntr,Leon,IA
19,055,Delaware County USDA Serv Cntr,Manchester,IA
19,057,Des Moines County USDA Serv Cntr,West Burlington,IA
19,059,Dickinson County USDA Serv Cntr,Spirit Lake,IA
19,061,Dubuque County USDA Serv Cntr,Epworth,IA
19,063,Emmet County USDA Serv Cntr,Estherville,IA
19,065,Fayette County USDA Serv Cntr,West Union,IA
19,067,Floyd County USDA Serv Cntr,Charles City,IA
19,069,Franklin County USDA Serv Cntr,Hampton,IA
19,071,Fremont County USDA Serv Cntr,Sidney,IA
19,073,Greene County USDA Serv Cntr,Jefferson,IA
19,075,Grundy County USDA Serv Cntr,Grundy Center,IA
19,077,Guthrie County USDA Serv Cntr,Guthrie Center,IA
19,079,Hamilton County USDA Serv Cntr,Webster City,IA
19,081,Hancock County USDA Serv Cntr,Garner,IA
19,083,Hardin County USDA Serv Cntr,Iowa Falls,IA
19,085,Harrison County USDA Serv Cntr,Logan,IA
19,087,Henry County USDA Serv Cntr,Mount Pleasant,IA
19,089,Howard County USDA Serv Cntr,Cresco,IA
19,091,Humboldt County USDA Serv Cntr,Humboldt,IA
19,093,Ida County USDA Serv Cntr,Ida Grove,IA
19,095,Iowa County USDA Serv Cntr,Williamsburg,IA
19,097,Jackson County USDA Serv Cntr,Maquoketa,IA
19,099,Jasper County USDA Serv Cntr,Newton,IA
19,101,Jefferson County USDA Serv Cntr,Fairfield,IA
19,103,Johnson County USDA Serv Cntr,Iowa City,IA
19,105,Jones County USDA Serv Cntr,Anamosa,IA
19,107,Keokuk County USDA Serv Cntr,Sigourney,IA
19,109,Kossuth County USDA Serv Cntr,Algona,IA
19,111,Lee County USDA Serv Cntr,Donnellson,IA
19,113,Linn County USDA Serv Cntr,Marion,IA
19,115,Louisa County USDA Serv Cntr,Wapello,IA
19,117,Lucas County USDA Serv Cntr,Chariton,IA
19,119,Lyon County USDA Serv Cntr,Rock Rapids,IA
19,121,Madison County USDA Serv Cntr,Winterset,IA
19,123,Mahaska County USDA Serv Cntr,Oskaloosa,IA
19,125,Marion County USDA Serv Cntr,Knoxville,IA
19,127,Marshall County USDA Serv Cntr,Marshalltown,IA
19,129,Mills County USDA Serv Cntr,Malvern,IA
19,131,Mitchell County USDA Serv Cntr,Osage,IA
19,133,Monona County USDA Serv Cntr,Onawa,IA
19,135,Monroe County USDA Serv Cntr,Albia,IA
19,137,Montgomery County USDA Serv Cntr,Red Oak,IA
19,139,Muscatine County USDA Serv Cntr,Muscatine,IA
19,141,O'Brien County USDA Serv Cntr,Primghar,IA
19,143,Osceola County USDA Serv Cntr,Sibley,IA
19,145,Page County USDA Serv Cntr,Clarinda,IA
19,147,Palo Alto County USDA Serv Cntr,Emmetsburg,IA
19,149,Plymouth County USDA Serv Cntr,LeMars,IA
19,151,Pocahontas County USDA Serv Cntr,Pocahontas,IA
19,153,Polk County USDA Serv Cntr,Ankeny,IA
19,155,E. Pottawattamie County USDA Serv Cntr,Oakland,IA
19,156,W. Pottawattamie County USDA Serv Cntr,Council Bluffs,IA
19,157,Poweshiek County USDA Serv Cntr,Malcom,IA
19,159,Ringgold County USDA Serv Cntr,Mount Ayr,IA
19,161,Sac County USDA Serv Cntr,Sac City,IA
19,163,Scott County USDA Serv Cntr,Davenport,IA
19,165,Shelby County USDA Serv Cntr,Harlan,IA
19,167,Sioux County USDA Serv Cntr,Orange City,IA
19,169,Story County USDA Serv Cntr,Nevada,IA
19,171,Tama County USDA Serv Cntr,Toledo,IA
19,173,Taylor County USDA Serv Cntr,Bedford,IA
19,175,Union County USDA Serv Cntr,Creston,IA
19,177,Van Buren County USDA Serv Cntr,Keosauqua,IA
19,179,Wapello County USDA Serv Cntr,Ottumwa,IA
19,181,Warren County USDA Serv Cntr,Indianola,IA
19,183,Washington County USDA Serv Cntr,Washington,IA
19,185,Wayne County USDA Serv Cntr,Corydon,IA
19,187,Webster County USDA Serv Cntr,Fort Dodge,IA
19,189,Winnebago County USDA Serv Cntr,Thompson,IA
19,191,Winneshiek County USDA Serv Cntr,Decorah,IA
19,193,Woodbury County USDA Serv Cntr,Sergeant Bluff,IA
19,195,Worth County USDA Serv Cntr,Northwood,IA
19,197,Wright County USDA Serv Cntr,Clarion,IA
20,000,Kansas State USDA Office,Manhattan,KS
20,001,Allen County USDA Serv Cntr,Iola,KS
20,003,Anderson County USDA Serv Cntr,Garnett,KS
20,005,Atchison County USDA Serv Cntr,Effingham,KS
20,007,Barber County USDA Serv Cntr,Medicine Lodge,KS
20,009,Barton County USDA Serv Cntr,Great Bend,KS
20,011,Bourbon County USDA Serv Cntr,Fort Scott,KS
20,013,Brown County USDA Serv Cntr,Hiawatha,KS
20,015,Butler County USDA Serv Cntr,El Dorado,KS
20,017,Chase County USDA Serv Cntr,Cottonwood Falls,KS
20,019,Chautauqua County USDA Serv Cntr,Sedan,KS
20,021,Cherokee County USDA Serv Cntr,Columbus,KS
20,023,Cheyenne County USDA Serv Cntr,St Francis,KS
20,025,Clark County USDA Serv Cntr,Ashland,KS
20,027,Clay County USDA Serv Cntr,Clay Center,KS
20,029,Cloud County USDA Serv Cntr,Concordia,KS
20,031,Coffey County USDA Serv Cntr,Burlington,KS
20,033,Comanche County USDA Serv Cntr,Coldwater,KS
20,035,Cowley County USDA Serv Cntr,Winfield,KS
20,037,Crawford County USDA Serv Cntr,Girard,KS
20,039,Decatur County USDA Serv Cntr,Oberlin,KS
20,041,Dickinson County USDA Serv Cntr,Abilene,KS
20,043,Doniphan County USDA Serv Cntr,Troy,KS
20,045,Douglas County USDA Serv Cntr,Lawrence,KS
20,047,Edwards County USDA Serv Cntr,Kinsley,KS
20,049,Elk County USDA Serv Cntr,Howard,KS
20,051,Ellis County USDA Serv Cntr,Hays,KS
20,053,Ellsworth County USDA Serv Cntr,Ellsworth,KS
20,055,Finney County USDA Serv Cntr,Garden City,KS
20,057,Ford County USDA Serv Cntr,Dodge City,KS
20,059,Franklin County USDA Serv Cntr,Ottawa,KS
20,061,Geary County USDA Serv Cntr,Junction City,KS
20,063,Gove County USDA Serv Cntr,Gove,KS
20,065,Graham County USDA Serv Cntr,Hill City,KS
20,067,Grant County USDA Serv Cntr,Ulysses,KS
20,069,Gray County USDA Serv Cntr,Cimarron,KS
20,071,Greeley County USDA Serv Cntr,Tribune,KS
20,073,Greenwood County USDA Serv Cntr,Eureka,KS
20,075,Hamilton County USDA Serv Cntr,Syracuse,KS
20,077,Harper County USDA Serv Cntr,Anthony,KS
20,079,Harvey County USDA Serv Cntr,Newton,KS
20,081,Haskell County USDA Serv Cntr,Sublette,KS
20,083,Hodgeman County USDA Serv Cntr,Jetmore,KS
20,085,Jackson County USDA Serv Cntr,Holton,KS
20,087,Jefferson County USDA Serv Cntr,Oskaloosa,KS
20,089,Jewell County USDA Serv Cntr,Mankato,KS
20,091,Johnson County USDA Serv Cntr,Olathe,KS
20,093,Kearny County USDA Serv Cntr,Lakin,KS
20,095,Kingman County USDA Serv Cntr,Kingman,KS
20,097,Kiowa County USDA Serv Cntr,Greensburg,KS
20,099,Labette County USDA Serv Cntr,Altamont,KS
20,101,Lane County USDA Serv Cntr,Dighton,KS
20,103,Leavenworth County USDA Serv Cntr,Leavenworth,KS
20,105,Lincoln County USDA Serv Cntr,Lincoln,KS
20,107,Linn County USDA Serv Cntr,Mound City,KS
20,109,Logan County USDA Serv Cntr,Oakley,KS
20,111,Lyon County USDA Serv Cntr,Emporia,KS
20,113,Mcpherson County USDA Serv Cntr,McPherson,KS
20,115,Marion County USDA Serv Cntr,Marion,KS
20,117,Marshall County USDA Serv Cntr,Marysville,KS
20,119,Meade County USDA Serv Cntr,Meade,KS
20,121,Miami County USDA Serv Cntr,Paola,KS
20,123,Mitchell County USDA Serv Cntr,Beloit,KS
20,125,Montgomery County USDA Serv Cntr,Independence,KS
20,127,Morris County USDA Serv Cntr,Council Grove,KS
20,129,Morton County USDA Serv Cntr,Elkhart,KS
20,131,Nemaha County USDA Serv Cntr,Seneca,KS
20,133,Neosho County USDA Serv Cntr,Erie,KS
20,135,Ness County USDA Serv Cntr,Ness City,KS
20,137,Norton County USDA Serv Cntr,Norton,KS
20,139,Osage County USDA Serv Cntr,Lyndon,KS
20,141,Osborne County USDA Serv Cntr,Osborne,KS
20,143,Ottawa County USDA Serv Cntr,Minneapolis,KS
20,145,Pawnee County USDA Serv Cntr,Larned,KS
20,147,Phillips County USDA Serv Cntr,Phillipsburg,KS
20,149,Pottawatomie County USDA Serv Cntr,Westmoreland,KS
20,151,Pratt County USDA Serv Cntr,Pratt,KS
20,153,Rawlins County USDA Serv Cntr,Atwood,KS
20,155,Reno County USDA Serv Cntr,South Hutchinson,KS
20,157,Republic County USDA Serv Cntr,Belleville,KS
20,159,Rice County USDA Serv Cntr,Lyons,KS
20,161,Riley County USDA Serv Cntr,Manhattan,KS
20,163,Rooks County USDA Serv Cntr,Stockton,KS
20,165,Rush County USDA Serv Cntr,Lacrosse,KS
20,167,Russell County USDA Serv Cntr,Russell,KS
20,169,Saline County USDA Serv Cntr,Salina,KS
20,171,Scott County USDA Serv Cntr,Scott City,KS
20,173,Sedgwick County USDA Serv Cntr,Wichita,KS
20,175,Seward County USDA Serv Cntr,Liberal,KS
20,177,Shawnee County USDA Serv Cntr,Topeka,KS
20,179,Sheridan County USDA Serv Cntr,Hoxie,KS
20,181,Sherman County USDA Serv Cntr,Goodland,KS
20,183,Smith County USDA Serv Cntr,Smith Center,KS
20,185,Stafford County USDA Serv Cntr,St John,KS
20,187,Stanton County USDA Serv Cntr,Johnson,KS
20,189,Stevens County USDA Serv Cntr,Hugoton,KS
20,191,Sumner County USDA Serv Cntr,Wellington,KS
20,193,Thomas County USDA Serv Cntr,Colby,KS
20,195,Trego County USDA Serv Cntr,Wakeeney,KS
20,197,Wabaunsee County USDA Serv Cntr,Alma,KS
20,199,Wallace County USDA Serv Cntr,Sharon Springs,KS
20,201,Washington County USDA Serv Cntr,Washington,KS
20,203,Wichita County USDA Serv Cntr,Leoti,KS
20,205,Wilson County USDA Serv Cntr,Fredonia,KS
20,207,Woodson County USDA Serv Cntr,Yates Center,KS
20,209,Wyandotte County FSA Office,Leavenworth,KS
20,875,"Team Marketing Alliance, LLC",Moundridge,KS
20,884,Pawnee County Cooperative Association,Larned,KS
21,000,Kentucky State USDA Office,Lexington,KY
21,001,Adair County USDA Serv Cntr,Columbia,KY
21,003,Allen County USDA Serv Cntr,Scottsville,KY
21,005,Anderson County USDA Serv Cntr,Lawrenceburg,KY
21,007,Ballard County USDA Serv Cntr,La Center,KY
21,009,Barren County USDA Serv Cntr,Glasgow,KY
21,011,Bath County USDA Serv Cntr,Owingsville,KY
21,013,Bell County FSA Office,Barbourville,KY
21,015,Boone County USDA Serv Cntr,Burlington,KY
21,017,Bourbon County USDA Serv Cntr,Paris,KY
21,019,Boyd County FSA Office,Grayson,KY
21,021,Boyle County USDA Serv Cntr,Danville,KY
21,023,Bracken County USDA Serv Cntr,Brooksville,KY
21,025,Breathitt County USDA Serv Cntr,Jackson,KY
21,027,Breckinridge County USDA Serv Cntr,Hardinsburg,KY
21,029,Bullitt County USDA Serv Cntr,Mt. Washington,KY
21,031,Butler County USDA Serv Cntr,Morgantown,KY
21,033,Caldwell County USDA Serv Cntr,Princeton,KY
21,035,Calloway County USDA Serv Cntr,Murray,KY
21,037,Campbell County FSA Office,Burlington,KY
